date,deviation_pct,position_S1_thr3,position_S2_thr5,position_S3_sc10
2016-12-21,,0.0,0.0,0.0
2016-12-22,,0.0,0.0,0.0
2016-12-23,,0.0,0.0,0.0
2016-12-26,,0.0,0.0,0.0
2016-12-27,,0.0,0.0,0.0
2016-12-28,,0.0,0.0,0.0
2016-12-29,,0.0,0.0,0.0
2016-12-30,,0.0,0.0,0.0
2017-01-03,,0.0,0.0,0.0
2017-01-04,,0.0,0.0,0.0
2017-01-05,,0.0,0.0,0.0
2017-01-06,,0.0,0.0,0.0
2017-01-09,,0.0,0.0,0.0
2017-01-10,,0.0,0.0,0.0
2017-01-11,,0.0,0.0,0.0
2017-01-12,,0.0,0.0,0.0
2017-01-13,,0.0,0.0,0.0
2017-01-16,,0.0,0.0,0.0
2017-01-17,,0.0,0.0,0.0
2017-01-18,,0.0,0.0,0.0
2017-01-19,,0.0,0.0,0.0
2017-01-20,,0.0,0.0,0.0
2017-01-23,,0.0,0.0,0.0
2017-01-24,,0.0,0.0,0.0
2017-01-25,,0.0,0.0,0.0
2017-01-26,,0.0,0.0,0.0
2017-01-27,,0.0,0.0,0.0
2017-01-30,,0.0,0.0,0.0
2017-01-31,,0.0,0.0,0.0
2017-02-01,,0.0,0.0,0.0
2017-02-02,,0.0,0.0,0.0
2017-02-03,,0.0,0.0,0.0
2017-02-06,,0.0,0.0,0.0
2017-02-07,,0.0,0.0,0.0
2017-02-08,,0.0,0.0,0.0
2017-02-09,,0.0,0.0,0.0
2017-02-10,,0.0,0.0,0.0
2017-02-13,,0.0,0.0,0.0
2017-02-14,,0.0,0.0,0.0
2017-02-15,,0.0,0.0,0.0
2017-02-16,,0.0,0.0,0.0
2017-02-17,,0.0,0.0,0.0
2017-02-20,,0.0,0.0,0.0
2017-02-21,,0.0,0.0,0.0
2017-02-22,,0.0,0.0,0.0
2017-02-24,,0.0,0.0,0.0
2017-02-27,,0.0,0.0,0.0
2017-02-28,,0.0,0.0,0.0
2017-03-01,,0.0,0.0,0.0
2017-03-02,,0.0,0.0,0.0
2017-03-03,,0.0,0.0,0.0
2017-03-06,,0.0,0.0,0.0
2017-03-07,,0.0,0.0,0.0
2017-03-09,,0.0,0.0,0.0
2017-03-10,,0.0,0.0,0.0
2017-03-13,,0.0,0.0,0.0
2017-03-14,,0.0,0.0,0.0
2017-03-15,,0.0,0.0,0.0
2017-03-16,,0.0,0.0,0.0
2017-03-17,,0.0,0.0,0.0
2017-03-20,,0.0,0.0,0.0
2017-03-21,,0.0,0.0,0.0
2017-03-22,,0.0,0.0,0.0
2017-03-23,,0.0,0.0,0.0
2017-03-24,,0.0,0.0,0.0
2017-03-27,,0.0,0.0,0.0
2017-03-28,,0.0,0.0,0.0
2017-03-29,,0.0,0.0,0.0
2017-03-30,,0.0,0.0,0.0
2017-03-31,,0.0,0.0,0.0
2017-04-03,,0.0,0.0,0.0
2017-04-04,,0.0,0.0,0.0
2017-04-05,,0.0,0.0,0.0
2017-04-06,,0.0,0.0,0.0
2017-04-07,,0.0,0.0,0.0
2017-04-10,,0.0,0.0,0.0
2017-04-11,,0.0,0.0,0.0
2017-04-12,,0.0,0.0,0.0
2017-04-13,,0.0,0.0,0.0
2017-04-14,,0.0,0.0,0.0
2017-04-17,,0.0,0.0,0.0
2017-04-18,,0.0,0.0,0.0
2017-04-19,,0.0,0.0,0.0
2017-04-20,,0.0,0.0,0.0
2017-04-21,,0.0,0.0,0.0
2017-04-24,,0.0,0.0,0.0
2017-04-25,,0.0,0.0,0.0
2017-04-26,,0.0,0.0,0.0
2017-04-27,,0.0,0.0,0.0
2017-04-28,,0.0,0.0,0.0
2017-05-02,,0.0,0.0,0.0
2017-05-03,,0.0,0.0,0.0
2017-05-04,,0.0,0.0,0.0
2017-05-05,,0.0,0.0,0.0
2017-05-10,,0.0,0.0,0.0
2017-05-11,,0.0,0.0,0.0
2017-05-12,,0.0,0.0,0.0
2017-05-15,,0.0,0.0,0.0
2017-05-16,,0.0,0.0,0.0
2017-05-17,,0.0,0.0,0.0
2017-05-18,,0.0,0.0,0.0
2017-05-19,,0.0,0.0,0.0
2017-05-22,,0.0,0.0,0.0
2017-05-23,,0.0,0.0,0.0
2017-05-24,,0.0,0.0,0.0
2017-05-25,,0.0,0.0,0.0
2017-05-26,,0.0,0.0,0.0
2017-05-29,,0.0,0.0,0.0
2017-05-30,,0.0,0.0,0.0
2017-05-31,,0.0,0.0,0.0
2017-06-01,,0.0,0.0,0.0
2017-06-02,,0.0,0.0,0.0
2017-06-05,,0.0,0.0,0.0
2017-06-06,,0.0,0.0,0.0
2017-06-07,,0.0,0.0,0.0
2017-06-08,,0.0,0.0,0.0
2017-06-09,,0.0,0.0,0.0
2017-06-13,,0.0,0.0,0.0
2017-06-14,,0.0,0.0,0.0
2017-06-15,,0.0,0.0,0.0
2017-06-16,,0.0,0.0,0.0
2017-06-19,,0.0,0.0,0.0
2017-06-20,,0.0,0.0,0.0
2017-06-21,,0.0,0.0,0.0
2017-06-22,,0.0,0.0,0.0
2017-06-23,,0.0,0.0,0.0
2017-06-26,,0.0,0.0,0.0
2017-06-27,,0.0,0.0,0.0
2017-06-28,,0.0,0.0,0.0
2017-06-29,,0.0,0.0,0.0
2017-06-30,,0.0,0.0,0.0
2017-07-03,,0.0,0.0,0.0
2017-07-04,,0.0,0.0,0.0
2017-07-05,,0.0,0.0,0.0
2017-07-06,,0.0,0.0,0.0
2017-07-07,,0.0,0.0,0.0
2017-07-10,,0.0,0.0,0.0
2017-07-11,,0.0,0.0,0.0
2017-07-12,,0.0,0.0,0.0
2017-07-13,,0.0,0.0,0.0
2017-07-14,,0.0,0.0,0.0
2017-07-17,,0.0,0.0,0.0
2017-07-18,,0.0,0.0,0.0
2017-07-19,,0.0,0.0,0.0
2017-07-20,,0.0,0.0,0.0
2017-07-21,,0.0,0.0,0.0
2017-07-24,,0.0,0.0,0.0
2017-07-25,,0.0,0.0,0.0
2017-07-26,,0.0,0.0,0.0
2017-07-27,,0.0,0.0,0.0
2017-07-28,,0.0,0.0,0.0
2017-07-31,,0.0,0.0,0.0
2017-08-01,,0.0,0.0,0.0
2017-08-02,,0.0,0.0,0.0
2017-08-03,,0.0,0.0,0.0
2017-08-04,,0.0,0.0,0.0
2017-08-07,,0.0,0.0,0.0
2017-08-08,,0.0,0.0,0.0
2017-08-09,,0.0,0.0,0.0
2017-08-10,,0.0,0.0,0.0
2017-08-11,,0.0,0.0,0.0
2017-08-14,,0.0,0.0,0.0
2017-08-15,,0.0,0.0,0.0
2017-08-16,,0.0,0.0,0.0
2017-08-17,,0.0,0.0,0.0
2017-08-18,,0.0,0.0,0.0
2017-08-21,,0.0,0.0,0.0
2017-08-22,,0.0,0.0,0.0
2017-08-23,,0.0,0.0,0.0
2017-08-24,,0.0,0.0,0.0
2017-08-25,,0.0,0.0,0.0
2017-08-28,,0.0,0.0,0.0
2017-08-29,,0.0,0.0,0.0
2017-08-30,,0.0,0.0,0.0
2017-08-31,,0.0,0.0,0.0
2017-09-01,,0.0,0.0,0.0
2017-09-04,,0.0,0.0,0.0
2017-09-05,,0.0,0.0,0.0
2017-09-06,,0.0,0.0,0.0
2017-09-07,,0.0,0.0,0.0
2017-09-08,,0.0,0.0,0.0
2017-09-11,,0.0,0.0,0.0
2017-09-12,,0.0,0.0,0.0
2017-09-13,,0.0,0.0,0.0
2017-09-14,,0.0,0.0,0.0
2017-09-15,,0.0,0.0,0.0
2017-09-18,,0.0,0.0,0.0
2017-09-19,,0.0,0.0,0.0
2017-09-20,,0.0,0.0,0.0
2017-09-21,,0.0,0.0,0.0
2017-09-22,,0.0,0.0,0.0
2017-09-25,,0.0,0.0,0.0
2017-09-26,,0.0,0.0,0.0
2017-09-27,,0.0,0.0,0.0
2017-09-28,,0.0,0.0,0.0
2017-09-29,,0.0,0.0,0.0
2017-10-02,,0.0,0.0,0.0
2017-10-03,,0.0,0.0,0.0
2017-10-04,,0.0,0.0,0.0
2017-10-05,,0.0,0.0,0.0
2017-10-06,,0.0,0.0,0.0
2017-10-09,,0.0,0.0,0.0
2017-10-10,,0.0,0.0,0.0
2017-10-11,,0.0,0.0,0.0
2017-10-12,,0.0,0.0,0.0
2017-10-13,,0.0,0.0,0.0
2017-10-16,,0.0,0.0,0.0
2017-10-17,,0.0,0.0,0.0
2017-10-18,,0.0,0.0,0.0
2017-10-19,,0.0,0.0,0.0
2017-10-20,,0.0,0.0,0.0
2017-10-23,,0.0,0.0,0.0
2017-10-24,,0.0,0.0,0.0
2017-10-25,,0.0,0.0,0.0
2017-10-26,,0.0,0.0,0.0
2017-10-27,,0.0,0.0,0.0
2017-10-30,,0.0,0.0,0.0
2017-10-31,,0.0,0.0,0.0
2017-11-01,,0.0,0.0,0.0
2017-11-02,,0.0,0.0,0.0
2017-11-03,,0.0,0.0,0.0
2017-11-07,,0.0,0.0,0.0
2017-11-08,,0.0,0.0,0.0
2017-11-09,,0.0,0.0,0.0
2017-11-10,,0.0,0.0,0.0
2017-11-13,,0.0,0.0,0.0
2017-11-14,,0.0,0.0,0.0
2017-11-15,,0.0,0.0,0.0
2017-11-16,,0.0,0.0,0.0
2017-11-17,,0.0,0.0,0.0
2017-11-20,,0.0,0.0,0.0
2017-11-21,,0.0,0.0,0.0
2017-11-22,,0.0,0.0,0.0
2017-11-23,,0.0,0.0,0.0
2017-11-24,,0.0,0.0,0.0
2017-11-27,,0.0,0.0,0.0
2017-11-28,,0.0,0.0,0.0
2017-11-29,,0.0,0.0,0.0
2017-11-30,,0.0,0.0,0.0
2017-12-01,,0.0,0.0,0.0
2017-12-04,,0.0,0.0,0.0
2017-12-05,,0.0,0.0,0.0
2017-12-06,,0.0,0.0,0.0
2017-12-07,,0.0,0.0,0.0
2017-12-08,,0.0,0.0,0.0
2017-12-11,,0.0,0.0,0.0
2017-12-12,,0.0,0.0,0.0
2017-12-13,,0.0,0.0,0.0
2017-12-14,,0.0,0.0,0.0
2017-12-15,,0.0,0.0,0.0
2017-12-18,,0.0,0.0,0.0
2017-12-19,,0.0,0.0,0.0
2017-12-20,,0.0,0.0,0.0
2017-12-21,,0.0,0.0,0.0
2017-12-22,,0.0,0.0,0.0
2017-12-25,,0.0,0.0,0.0
2017-12-26,,0.0,0.0,0.0
2017-12-27,,0.0,0.0,0.0
2017-12-28,,0.0,0.0,0.0
2017-12-29,,0.0,0.0,0.0
2018-01-03,,0.0,0.0,0.0
2018-01-04,,0.0,0.0,0.0
2018-01-05,,0.0,0.0,0.0
2018-01-09,,0.0,0.0,0.0
2018-01-10,,0.0,0.0,0.0
2018-01-11,,0.0,0.0,0.0
2018-01-12,,0.0,0.0,0.0
2018-01-15,,0.0,0.0,0.0
2018-01-16,,0.0,0.0,0.0
2018-01-17,,0.0,0.0,0.0
2018-01-18,,0.0,0.0,0.0
2018-01-19,,0.0,0.0,0.0
2018-01-22,,0.0,0.0,0.0
2018-01-23,,0.0,0.0,0.0
2018-01-24,,0.0,0.0,0.0
2018-01-25,,0.0,0.0,0.0
2018-01-26,,0.0,0.0,0.0
2018-01-29,,0.0,0.0,0.0
2018-01-30,,0.0,0.0,0.0
2018-01-31,,0.0,0.0,0.0
2018-02-01,,0.0,0.0,0.0
2018-02-02,,0.0,0.0,0.0
2018-02-05,,0.0,0.0,0.0
2018-02-06,,0.0,0.0,0.0
2018-02-07,,0.0,0.0,0.0
2018-02-08,,0.0,0.0,0.0
2018-02-09,,0.0,0.0,0.0
2018-02-12,,0.0,0.0,0.0
2018-02-13,,0.0,0.0,0.0
2018-02-14,,0.0,0.0,0.0
2018-02-15,,0.0,0.0,0.0
2018-02-16,,0.0,0.0,0.0
2018-02-19,,0.0,0.0,0.0
2018-02-20,,0.0,0.0,0.0
2018-02-21,,0.0,0.0,0.0
2018-02-22,,0.0,0.0,0.0
2018-02-26,,0.0,0.0,0.0
2018-02-27,,0.0,0.0,0.0
2018-02-28,,0.0,0.0,0.0
2018-03-01,,0.0,0.0,0.0
2018-03-02,,0.0,0.0,0.0
2018-03-05,,0.0,0.0,0.0
2018-03-06,,0.0,0.0,0.0
2018-03-07,,0.0,0.0,0.0
2018-03-09,25.14737775546545,0.0,0.0,0.0
2018-03-12,25.384218945856073,0.0,-1.0,-1.0
2018-03-13,25.302870710586678,0.0,-1.0,-1.0
2018-03-14,22.877996363500962,0.0,-1.0,-1.0
2018-03-15,22.63067399216421,0.0,-1.0,-1.0
2018-03-16,23.686222137363554,0.0,-1.0,-1.0
2018-03-19,22.913597771046845,0.0,-1.0,-1.0
2018-03-20,23.04678290859794,0.0,-1.0,-1.0
2018-03-21,23.82760403390618,0.0,-1.0,-1.0
2018-03-22,22.304079321318415,0.0,-1.0,-1.0
2018-03-23,22.20456636803658,0.0,-1.0,-1.0
2018-03-26,19.891227130997446,0.0,-1.0,-1.0
2018-03-27,20.959890382377,0.0,-1.0,-1.0
2018-03-28,20.301071149556815,0.0,-1.0,-1.0
2018-03-29,21.600638535742277,0.0,-1.0,-1.0
2018-03-30,21.142255796116505,0.0,-1.0,-1.0
2018-04-02,20.401117509342328,0.0,-1.0,-1.0
2018-04-03,20.8762941144079,0.0,-1.0,-1.0
2018-04-04,20.738298359675156,0.0,-1.0,-1.0
2018-04-05,22.19014915192179,0.0,-1.0,-1.0
2018-04-06,21.347337464631888,0.0,-1.0,-1.0
2018-04-09,12.294898014496237,0.0,-1.0,-1.0
2018-04-10,18.670257047221206,0.0,-1.0,-1.0
2018-04-11,19.488061329146756,0.0,-1.0,-1.0
2018-04-12,19.970928061085267,0.0,-1.0,-1.0
2018-04-13,18.48271602240392,0.0,-1.0,-1.0
2018-04-16,16.83382490668621,0.0,-1.0,-1.0
2018-04-17,19.14670437118675,0.0,-1.0,-1.0
2018-04-18,21.577253886366975,0.0,-1.0,-1.0
2018-04-19,20.780075251507846,0.0,-1.0,-1.0
2018-04-20,21.023785319863265,0.0,-1.0,-1.0
2018-04-23,22.089298551783475,0.0,-1.0,-1.0
2018-04-24,22.057765829161657,0.0,-1.0,-1.0
2018-04-25,22.26074439924737,0.0,-1.0,-1.0
2018-04-26,24.22706661291123,0.0,-1.0,-1.0
2018-04-27,24.78127570995836,0.0,-1.0,-1.0
2018-04-28,24.47648763736425,0.0,-1.0,-1.0
2018-04-30,25.089466125252645,0.0,-1.0,-1.0
2018-05-02,25.19458919595492,0.0,-1.0,-1.0
2018-05-03,23.784416695619704,0.0,-1.0,-1.0
2018-05-04,24.651298723927063,0.0,-1.0,-1.0
2018-05-07,25.060798879563695,0.0,-1.0,-1.0
2018-05-08,25.64842634296238,0.0,-1.0,-1.0
2018-05-10,26.21501382452447,0.0,-1.0,-1.0
2018-05-11,27.854598532933082,0.0,-1.0,-1.0
2018-05-14,29.12375193273529,0.0,-1.0,-1.0
2018-05-15,28.20294659960174,0.0,-1.0,-1.0
2018-05-16,28.60324847920168,0.0,-1.0,-1.0
2018-05-17,27.791532268317276,0.0,-1.0,-1.0
2018-05-18,28.447316874758965,0.0,-1.0,-1.0
2018-05-21,28.78330983297557,0.0,-1.0,-1.0
2018-05-22,28.498223530351563,0.0,-1.0,-1.0
2018-05-23,26.808656088858072,0.0,-1.0,-1.0
2018-05-24,26.686892563975896,0.0,-1.0,-1.0
2018-05-25,27.593221472365737,0.0,-1.0,-1.0
2018-05-28,27.892383405626408,0.0,-1.0,-1.0
2018-05-29,27.315569719685517,0.0,-1.0,-1.0
2018-05-30,27.33990039054759,0.0,-1.0,-1.0
2018-05-31,27.830752419871473,0.0,-1.0,-1.0
2018-06-01,27.303880351340702,0.0,-1.0,-1.0
2018-06-04,28.90577342244931,0.0,-1.0,-1.0
2018-06-05,28.60552629986779,0.0,-1.0,-1.0
2018-06-06,28.684582662730552,0.0,-1.0,-1.0
2018-06-07,28.928699026199634,0.0,-1.0,-1.0
2018-06-08,26.738613574616267,0.0,-1.0,-1.0
2018-06-09,27.49574145149016,0.0,-1.0,-1.0
2018-06-11,26.719285121525658,0.0,-1.0,-1.0
2018-06-13,27.18872861000119,0.0,-1.0,-1.0
2018-06-14,26.13417311614461,0.0,-1.0,-1.0
2018-06-15,26.272196975535334,0.0,-1.0,-1.0
2018-06-18,26.469089873016237,0.0,-1.0,-1.0
2018-06-19,26.78746934733711,0.0,-1.0,-1.0
2018-06-20,28.033862531666998,0.0,-1.0,-1.0
2018-06-21,27.303371448527123,0.0,-1.0,-1.0
2018-06-22,27.359074541510275,0.0,-1.0,-1.0
2018-06-25,26.525427206997286,0.0,-1.0,-1.0
2018-06-26,26.490326142703392,0.0,-1.0,-1.0
2018-06-27,27.685325615800615,0.0,-1.0,-1.0
2018-06-28,27.252837408929807,0.0,-1.0,-1.0
2018-06-29,29.490945734416908,0.0,-1.0,-1.0
2018-07-02,30.85901554330752,0.0,-1.0,-1.0
2018-07-03,29.678043195239745,0.0,-1.0,-1.0
2018-07-04,29.71355252648693,0.0,-1.0,-1.0
2018-07-05,31.663742803878627,0.0,-1.0,-1.0
2018-07-06,31.326737403353878,0.0,-1.0,-1.0
2018-07-09,32.186684126628776,0.0,-1.0,-1.0
2018-07-10,31.4116661423953,0.0,-1.0,-1.0
2018-07-11,29.518143126176156,0.0,-1.0,-1.0
2018-07-12,28.31694165851737,0.0,-1.0,-1.0
2018-07-13,29.459739026897537,0.0,-1.0,-1.0
2018-07-16,28.677870569667796,0.0,-1.0,-1.0
2018-07-17,27.75072636461664,0.0,-1.0,-1.0
2018-07-18,26.76238587306692,0.0,-1.0,-1.0
2018-07-19,25.34170787629111,0.0,-1.0,-1.0
2018-07-20,23.885423872591783,0.0,-1.0,-1.0
2018-07-23,24.434364585312075,0.0,-1.0,-1.0
2018-07-24,25.24650556941479,0.0,-1.0,-1.0
2018-07-25,25.455068179492123,0.0,-1.0,-1.0
2018-07-26,25.909963130319014,0.0,-1.0,-1.0
2018-07-27,25.95058322879915,0.0,-1.0,-1.0
2018-07-30,25.763931661667105,0.0,-1.0,-1.0
2018-07-31,26.680686784205786,0.0,-1.0,-1.0
2018-08-01,26.54671194614089,0.0,-1.0,-1.0
2018-08-02,25.959510146735475,0.0,-1.0,-1.0
2018-08-03,26.094650983230004,0.0,-1.0,-1.0
2018-08-06,26.317917999306427,0.0,-1.0,-1.0
2018-08-07,26.782763281922307,0.0,-1.0,-1.0
2018-08-08,26.956235005208782,0.0,-1.0,-1.0
2018-08-09,28.45810226591925,0.0,-1.0,-1.0
2018-08-10,27.042928498848706,0.0,-1.0,-1.0
2018-08-13,28.233674238876105,0.0,-1.0,-1.0
2018-08-14,27.58939567451375,0.0,-1.0,-1.0
2018-08-15,27.277795667615834,0.0,-1.0,-1.0
2018-08-16,26.78348147196232,0.0,-1.0,-1.0
2018-08-17,27.160949738824748,0.0,-1.0,-1.0
2018-08-20,27.86608846366292,0.0,-1.0,-1.0
2018-08-21,27.929218376072452,0.0,-1.0,-1.0
2018-08-22,28.02540695481708,0.0,-1.0,-1.0
2018-08-23,26.110784154754207,0.0,-1.0,-1.0
2018-08-24,26.83894785031715,0.0,-1.0,-1.0
2018-08-27,28.50136860893624,0.0,-1.0,-1.0
2018-08-28,28.620639573432527,0.0,-1.0,-1.0
2018-08-29,30.33736800999709,0.0,-1.0,-1.0
2018-08-30,29.57974253162765,0.0,-1.0,-1.0
2018-08-31,29.8643042073528,0.0,-1.0,-1.0
2018-09-03,29.540654836324464,0.0,-1.0,-1.0
2018-09-04,29.677409643553233,0.0,-1.0,-1.0
2018-09-05,29.029491619347404,0.0,-1.0,-1.0
2018-09-06,30.331461861385666,0.0,-1.0,-1.0
2018-09-07,30.64951182850244,0.0,-1.0,-1.0
2018-09-10,31.49185767305682,0.0,-1.0,-1.0
2018-09-11,29.236583840625684,0.0,-1.0,-1.0
2018-09-12,28.44578697392095,0.0,-1.0,-1.0
2018-09-13,28.93542271316496,0.0,-1.0,-1.0
2018-09-14,29.070570360782845,0.0,-1.0,-1.0
2018-09-17,30.044252612383637,0.0,-1.0,-1.0
2018-09-18,30.757575062417963,0.0,-1.0,-1.0
2018-09-19,29.782414948201954,0.0,-1.0,-1.0
2018-09-20,29.472680680737252,0.0,-1.0,-1.0
2018-09-21,30.42555777180034,0.0,-1.0,-1.0
2018-09-24,29.98755575065646,0.0,-1.0,-1.0
2018-09-25,30.624316397466565,0.0,-1.0,-1.0
2018-09-26,29.52424271483205,0.0,-1.0,-1.0
2018-09-27,31.227070627306365,0.0,-1.0,-1.0
2018-09-28,31.064214653797826,0.0,-1.0,-1.0
2018-10-01,30.35046891980333,0.0,-1.0,-1.0
2018-10-02,28.831093757773417,0.0,-1.0,-1.0
2018-10-03,31.176487531717445,0.0,-1.0,-1.0
2018-10-04,30.482472569951756,0.0,-1.0,-1.0
2018-10-05,29.602660956628913,0.0,-1.0,-1.0
2018-10-08,30.19967995411845,0.0,-1.0,-1.0
2018-10-09,29.30701917340368,0.0,-1.0,-1.0
2018-10-10,27.79599267169943,0.0,-1.0,-1.0
2018-10-11,24.972381819121182,0.0,-1.0,-1.0
2018-10-12,26.271951492120582,0.0,-1.0,-1.0
2018-10-15,24.639081997986434,0.0,-1.0,-1.0
2018-10-16,25.55008795302287,0.0,-1.0,-1.0
2018-10-17,25.208498916559986,0.0,-1.0,-1.0
2018-10-18,23.534919161000655,0.0,-1.0,-1.0
2018-10-19,21.434956356453316,0.0,-1.0,-1.0
2018-10-22,18.861505377410047,0.0,-1.0,-1.0
2018-10-23,18.78878875250438,0.0,-1.0,-1.0
2018-10-24,20.272680595013703,0.0,-1.0,-1.0
2018-10-25,20.02568443189803,0.0,-1.0,-1.0
2018-10-26,17.871732307266107,0.0,-1.0,-1.0
2018-10-29,18.68313316112595,0.0,-1.0,-1.0
2018-10-30,17.76737371011048,0.0,-1.0,-1.0
2018-10-31,20.367896018139355,0.0,-1.0,-1.0
2018-11-01,20.590804439668542,0.0,-1.0,-1.0
2018-11-02,21.29539856044054,0.0,-1.0,-1.0
2018-11-06,22.924918979562126,0.0,-1.0,-1.0
2018-11-07,24.87030636997858,0.0,-1.0,-1.0
2018-11-08,25.04032372781595,0.0,-1.0,-1.0
2018-11-09,23.878097064601356,0.0,-1.0,-1.0
2018-11-12,23.437823685987457,0.0,-1.0,-1.0
2018-11-13,22.593733195427323,0.0,-1.0,-1.0
2018-11-14,20.481421078256723,0.0,-1.0,-1.0
2018-11-15,20.02498005585853,0.0,-1.0,-1.0
2018-11-16,19.495192457694465,0.0,-1.0,-1.0
2018-11-19,19.53858270766473,0.0,-1.0,-1.0
2018-11-20,18.28806533732381,0.0,-1.0,-1.0
2018-11-21,18.81175905127055,0.0,-1.0,-1.0
2018-11-22,19.095354015995735,0.0,-1.0,-1.0
2018-11-23,18.27940169638915,0.0,-1.0,-1.0
2018-11-26,16.8779406078567,0.0,-1.0,-1.0
2018-11-27,17.700959225388925,0.0,-1.0,-1.0
2018-11-28,19.694667834906166,0.0,-1.0,-1.0
2018-11-29,19.910921799445227,0.0,-1.0,-1.0
2018-11-30,19.340853640922884,0.0,-1.0,-1.0
2018-12-03,21.36964669921364,0.0,-1.0,-1.0
2018-12-04,21.835003429962963,0.0,-1.0,-1.0
2018-12-05,22.04910882258675,0.0,-1.0,-1.0
2018-12-06,20.31577691598383,0.0,-1.0,-1.0
2018-12-07,20.880825696726735,0.0,-1.0,-1.0
2018-12-10,19.22756552625384,0.0,-1.0,-1.0
2018-12-11,19.1830702940716,0.0,-1.0,-1.0
2018-12-12,17.942747367091382,0.0,-1.0,-1.0
2018-12-13,18.62482362382023,0.0,-1.0,-1.0
2018-12-14,17.943074082467824,0.0,-1.0,-1.0
2018-12-17,17.763980482257157,0.0,-1.0,-1.0
2018-12-18,17.293245700140925,0.0,-1.0,-1.0
2018-12-19,17.68263578845868,0.0,-1.0,-1.0
2018-12-20,17.20726993568409,0.0,-1.0,-1.0
2018-12-21,16.782385867967342,0.0,-1.0,-1.0
2018-12-24,15.554708533170448,0.0,-1.0,-1.0
2018-12-25,14.074948103778851,0.0,-1.0,-1.0
2018-12-26,15.051373325721418,0.0,-1.0,-1.0
2018-12-27,15.820020209852359,0.0,-1.0,-1.0
2018-12-28,17.24797922593073,0.0,-1.0,-1.0
2018-12-29,17.68006204471395,0.0,-1.0,-1.0
2019-01-03,17.94554278292402,0.0,-1.0,-1.0
2019-01-04,19.383139110992985,0.0,-1.0,-1.0
2019-01-08,18.12991180619512,0.0,-1.0,-1.0
2019-01-09,18.6603640666144,0.0,-1.0,-1.0
2019-01-10,19.533780617150875,0.0,-1.0,-1.0
2019-01-11,19.798486321851772,0.0,-1.0,-1.0
2019-01-14,19.600533620885475,0.0,-1.0,-1.0
2019-01-15,19.196036299420328,0.0,-1.0,-1.0
2019-01-16,18.786780978379714,0.0,-1.0,-1.0
2019-01-17,19.690610230783847,0.0,-1.0,-1.0
2019-01-18,20.776930658606663,0.0,-1.0,-1.0
2019-01-21,20.519166280061675,0.0,-1.0,-1.0
2019-01-22,20.689083623467972,0.0,-1.0,-1.0
2019-01-23,21.943095187853867,0.0,-1.0,-1.0
2019-01-24,21.201113889756872,0.0,-1.0,-1.0
2019-01-25,22.16568919822983,0.0,-1.0,-1.0
2019-01-28,21.196495882739864,0.0,-1.0,-1.0
2019-01-29,22.140759233371355,0.0,-1.0,-1.0
2019-01-30,22.691204810369612,0.0,-1.0,-1.0
2019-01-31,22.161754583851923,0.0,-1.0,-1.0
2019-02-01,22.21007051684165,0.0,-1.0,-1.0
2019-02-04,22.355573185664944,0.0,-1.0,-1.0
2019-02-05,23.246445340775335,0.0,-1.0,-1.0
2019-02-06,23.08721350495979,0.0,-1.0,-1.0
2019-02-07,21.822708274425274,0.0,-1.0,-1.0
2019-02-08,21.353702216123338,0.0,-1.0,-1.0
2019-02-11,21.860116800504482,0.0,-1.0,-1.0
2019-02-12,23.063970733714932,0.0,-1.0,-1.0
2019-02-13,21.07924994908852,0.0,-1.0,-1.0
2019-02-14,20.7454952336386,0.0,-1.0,-1.0
2019-02-15,21.62216913624979,0.0,-1.0,-1.0
2019-02-18,20.53013472604266,0.0,-1.0,-1.0
2019-02-19,20.20233296936027,0.0,-1.0,-1.0
2019-02-20,21.464362962852835,0.0,-1.0,-1.0
2019-02-21,20.425477088584554,0.0,-1.0,-1.0
2019-02-22,21.321357735596223,0.0,-1.0,-1.0
2019-02-25,21.096166468560895,0.0,-1.0,-1.0
2019-02-26,21.47852003363426,0.0,-1.0,-1.0
2019-02-27,21.512324229245074,0.0,-1.0,-1.0
2019-02-28,20.91946218215155,0.0,-1.0,-1.0
2019-03-01,20.432720393347225,0.0,-1.0,-1.0
2019-03-04,20.223003586666955,0.0,-1.0,-1.0
2019-03-05,19.803773071490372,0.0,-1.0,-1.0
2019-03-06,21.38093781787265,0.0,-1.0,-1.0
2019-03-07,20.281549943676037,0.0,-1.0,-1.0
2019-03-11,19.765354313014626,0.0,-1.0,-1.0
2019-03-12,19.559563769451426,0.0,-1.0,-1.0
2019-03-13,19.61029048609797,0.0,-1.0,-1.0
2019-03-14,18.850544589679853,0.0,-1.0,-1.0
2019-03-15,19.706100038935848,0.0,-1.0,-1.0
2019-03-18,19.516914787813768,0.0,-1.0,-1.0
2019-03-19,19.840214392160306,0.0,-1.0,-1.0
2019-03-20,20.245502300710385,0.0,-1.0,-1.0
2019-03-21,19.8855416494496,0.0,-1.0,-1.0
2019-03-22,19.540009437405324,0.0,-1.0,-1.0
2019-03-25,19.03771006961106,0.0,-1.0,-1.0
2019-03-26,19.93727480704468,0.0,-1.0,-1.0
2019-03-27,18.8989895011876,0.0,-1.0,-1.0
2019-03-28,19.295560259518908,0.0,-1.0,-1.0
2019-03-29,19.8104030163641,0.0,-1.0,-1.0
2019-04-01,20.816303601390594,0.0,-1.0,-1.0
